No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
449,H-124-9586-227569,Indulge in the Alabama Experience,"Hilton Garden Inn Birmingham/Trussville-id=323584",Hipmunk,Birmingham--AL--US--Hotel Properties,DHeuvelEdit      2,jessicabyard[1]      0      0,Hipmunk Hotel Properties,106,0,2014-07-27 17:36:54,4.24
450,H-124-9586-227568,Enjoy the Residence Inn by Marriott Birmingham Downtown at UAB,"Residence Inn by Marriott Birmingham Downtown at UAB-id=323018",Hipmunk,Birmingham--AL--US--Hotel Properties,jobrian      4,kathyeckel[5]      0      0,Hipmunk Hotel Properties,107,0,2014-07-28 22:20:09,4.28
451,H-124-9586-227567,Enjoy Staying at the Clarion Hotel,"Clarion Hotel-id=137737",Hipmunk,Birmingham--AL--US--Hotel Properties,jobrian      4,kathyeckel[5]      0      0,Hipmunk Hotel Properties,104,0,2014-07-28 22:13:31,4.16
452,H-124-9586-227566,Feel at Home at the La Quinta Inn Birmingham / Cahaba Park South,"La Quinta Inn Birmingham / Cahaba Park South-id=134513",Hipmunk,Birmingham--AL--US--Hotel Properties,jobrian      4,kathyeckel[5]      0      0,Hipmunk Hotel Properties,111,0,2014-07-28 10:41:56,4.44
453,H-124-9586-227565,Enjoy a Stay at the Hilton Garden Inn Birmingham SE/Liberty Park,"Hilton Garden Inn Birmingham SE/Liberty Park-id=266128",Hipmunk,Birmingham--AL--US--Hotel Properties,jobrian      4,kathyeckel[5]      0      0,Hipmunk Hotel Properties,105,0,2014-07-28 22:11:59,4.2
454,H-124-9585-227564,Contemporary Birmingham Hotel,Hilton Birmingham Perimeter Park-id=105312,Hipmunk,Birmingham--AL--US--Top Hotel Properties,JVandernaaldEdit      7,lauraellis[1]      0      0,Hipmunk Hotel Properties,111,0,2014-07-30 20:21:10,4.44
455,H-124-9585-227563,"Stay at the Hampton Inn &amp; Suites Birmingham-Downtown-Tutwiler, a National Historic Landmark","Hampton Inn &amp; Suites-Downtown-Tutwiler-id=145363",Hipmunk,Birmingham--AL--US--Top Hotel Properties,JVandernaaldEdit      7,lauraellis[1]      0      0,Hipmunk Hotel Properties,116,0,2014-07-30 20:35:12,4.64
456,H-124-9585-227562,Elegant Hotel in the City Center,"DoubleTree by Hilton Hotel Birmingham-id=121532",Hipmunk,Birmingham--AL--US--Top Hotel Properties,JVandernaaldEdit      7,lauraellis[1]      0      0,Hipmunk Hotel Properties,113,0,2014-07-28 14:42:26,4.52
457,H-124-9585-227561,Enjoy Southern Hospitality at the Holiday Inn Express Hotel &amp; Suites Birmingham - Inverness,"Holiday Inn Express Hotel &amp; Suites Birmingham - Inverness-id=264507",Hipmunk,Birmingham--AL--US--Top Hotel Properties,JVandernaaldEdit      7,lauraellis[1]      0      0,Hipmunk Hotel Properties,119,0,2014-07-30 20:53:29,4.76
458,H-124-9585-227560,Ideal Airport Location at the Holiday Inn Birmingham Airport,"Holiday Inn Birmingham Airport-id=107122",Hipmunk,Birmingham--AL--US--Top Hotel Properties,JVandernaaldEdit      7,lauraellis[1]      0      0,Hipmunk Hotel Properties,113,0,2014-07-28 14:19:15,4.52
459,H-124-9585-227559,Birmingham Hotel with Reasonable Rates,"Wingate by Wyndham - Birmingham-id=145270",Hipmunk,Birmingham--AL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,101,0,2014-07-28 04:32:32,4.04
460,H-124-9585-227558,Budget Friendly Birmingham Hotel,"Hyatt Place Birmingham/Inverness-id=131453",Hipmunk,Birmingham--AL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,100,0,2014-07-28 04:26:36,4
461,H-124-9585-227557,Birmingham Airport Location,"Holiday Inn Birmingham-Airport-id=107122",Hipmunk,Birmingham--AL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,100,0,2014-07-28 04:10:25,4
462,H-124-9585-227556,Historical Birmingham Hotel,"The Redmont Hotel-id=192031",Hipmunk,Birmingham--AL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,100,0,2014-07-27 23:44:58,4
463,H-124-9585-227555,Great Downtown Birmingham Hotel,"Sheraton Birmingham-id=128471",Hipmunk,Birmingham--AL--US--Top Hotel Properties,KatGrayEditor      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-27 23:08:31,8
464,H-123-9584-227553,Take Advantage of an Award-Winning Full-Service Venue,South San Francisco Convention Center--South San Francisco--CA--US--Near Landmark,Hipmunk,South San Francisco--CA--US--Near Landmark,KZeedickEditor      5,jennmcknight[1]      0      0,Hipmunk Copy (Tier 3),200,0,2014-07-28 00:17:07,12
465,H-123-9583-227552,Choose One of South San Francisco's Beach Hotels for Your Next Stay,Beach Hotels--South San Francisco--CA--US--Best Of,Hipmunk,South San Francisco--CA--US--Best Of,JGabrielsonEdit      4,aliciabodine[1]      4      3,Hipmunk Copy (Tier 3),400,0,2014-07-26 12:32:41,24
466,H-123-9583-227551,Getaway With Your Loved One at a Romantic Hotel in South San Francisco,"Romantic Hotels--South San Francisco--CA--US--Best Of",Hipmunk,South San Francisco--CA--US--Best Of,JGabrielsonEdit      4,aliciabodine[1]      4      3,Hipmunk Copy (Tier 3),400,0,2014-07-25 09:49:54,24
467,H-123-9583-227550,Get Your Adrenaline Pumping at One of the Adventure Sport Hotels in South San Francisco,"Adventure Sport Hotels--South San Francisco--CA--US--Best Of",Hipmunk,South San Francisco--CA--US--Best Of,JGabrielsonEdit      4,aliciabodine[1]      4      3,Hipmunk Copy (Tier 3),400,0,2014-07-25 11:09:27,24
468,H-123-9581-227548,Find the Best Cheap Accommodation in Relaxed South San Francisco City,South San Francisco--CA--US--Hotel Destination,Hipmunk,South San Francisco--CA--US--Hotel Destination,AlexStrineEdit      9,davidmiah[1]      0      0,Hipmunk Copy (Tier 3),600,0,2014-07-28 13:28:04,36
469,H-123-9580-227502,Flying into Beautiful San Francisco,South San Francisco--CA--US--Flight Destination,Hipmunk,South San Francisco--CA--US--Flight Destination,rkarraneditor      5,gwinston[1]      1      0,Hipmunk Copy (Tier 3),400,0,2014-07-29 01:00:29,24
470,H-124-9579-227501,Stay Near the Beautiful San Francisco Waterfront,Residence Inn by Marriott San Francisco Airport at Oyster Pt-id=171369,Hipmunk,South San Francisco--CA--US--Hotel Properties,DBararEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,101,0,2014-07-27 16:02:32,4.04
471,H-124-9579-227500,A Convenient Choice in San Francisco,"Americas Best Value Inn &amp; Suites-San Francisco Airport North-id=224305",Hipmunk,South San Francisco--CA--US--Hotel Properties,DBararEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-07-27 16:15:49,4
472,H-124-9579-227499,Stay Near the San Francisco Airport on a Budget,"Days Inn South San Francisco - Oyster Point / Airport-id=131225",Hipmunk,South San Francisco--CA--US--Hotel Properties,DBararEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-07-27 16:33:21,4
473,H-124-9579-227498,Stay Close to the San Francisco Airport,"Quality Inn &amp; Suites South San Francisco-id=141713",Hipmunk,South San Francisco--CA--US--Hotel Properties,DBararEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,104,0,2014-07-27 16:44:20,4.16
474,H-124-9579-227497,A Hotel with Beautiful Bay Views,"Inn At Oyster Point-id=134362",Hipmunk,South San Francisco--CA--US--Hotel Properties,DBararEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-07-28 19:26:53,4
475,H-124-9579-227496,A Prime Spot for Exploring San Francisco,"Courtyard by Marriott SFO - Oyster Point Waterfront-id=169156",Hipmunk,South San Francisco--CA--US--Hotel Properties,DBararEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,101,0,2014-07-27 17:14:01,4.04
476,H-124-9579-227495,Convenient South San Francisco Convention Center Accommodations,"Howard Johnson Express South San Francisco-SFO-id=122101",Hipmunk,South San Francisco--CA--US--Hotel Properties,KZeedickEditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,202,0,2014-07-29 10:34:55,8.08
477,H-124-9579-227494,Affordable San Francisco Getaway at the Hampton Inn,"Hampton Inn San Francisco-Airport-id=150613",Hipmunk,South San Francisco--CA--US--Hotel Properties,KZeedickEditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,210,0,2014-07-28 22:42:42,8.4
478,H-124-9579-227493,Affordable Accommodations Near Downtown San Francisco,"Ramada Limited San Francisco Airport-id=196474",Hipmunk,South San Francisco--CA--US--Hotel Properties,KZeedickEditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,53,0,2014-07-29 09:39:09,2.12
479,H-124-9579-227492,Conveniently Located Near San Francisco Attractions and Businesses,"Holiday Inn Express San Francisco-Airport North-id=200127",Hipmunk,South San Francisco--CA--US--Hotel Properties,KZeedickEditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,201,0,2014-07-28 09:01:23,8.04
480,H-124-9579-227491,Budget Accommodations in the San Francisco Area,"Hilton Garden Inn San Francisco Airport North-id=151607",Hipmunk,South San Francisco--CA--US--Hotel Properties,KZeedickEditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,204,0,2014-07-27 23:15:32,8.16
481,H-124-9579-227490,Affordable Comfort Inn and Suites Near San Francisco Airport,"Comfort Inn and Suites San Francisco Airport North-id=204366",Hipmunk,South San Francisco--CA--US--Hotel Properties,KZeedickEditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,199,0,2014-07-28 08:54:14,7.96
482,H-124-9578-227489,Hotel with Optimum Airport Location in South San Francisco,Four Points by Sheraton San Francisco Airport-id=196452,Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DorotaEditor      4,kathymcgraw[1]      4      4,Hipmunk Hotel Properties,210,0,2014-07-25 18:27:14,8.4
483,H-124-9578-227488,Budget Lodgings in San Francisco,"Hotel Focus SFO-id=186296",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DorotaEditor      4,kathymcgraw[1]      4      4,Hipmunk Hotel Properties,208,0,2014-07-25 17:35:06,8.32
484,H-124-9578-227487,"Leave Your Heart in San Francisco, Not Your Wallet","Ramada Limited San Francisco-id=196474",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DorotaEditor      4,kathymcgraw[1]      4      4,Hipmunk Hotel Properties,206,0,2014-07-24 21:04:51,8.24
485,H-124-9578-227486,Make Yourself At Home at Larkspur Landing South San Francisco,"Larkspur Landing South San Francisco - An All-Suite Hotel-id=164144",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DorotaEditor      4,kathymcgraw[1]      4      4,Hipmunk Hotel Properties,250,0,2014-07-24 19:38:18,10
486,H-124-9578-227485,Modern and Luxurious Hotel in South San Francisco,"Embassy Suites San Francisco Airport - South San Francisco-id=125677",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DorotaEditor      4,kathymcgraw[1]      4      4,Hipmunk Hotel Properties,256,0,2014-07-24 12:23:09,10.24
487,H-124-9578-227484,The Inexpensive La Quinta Inn Close to South San Francisco Hot Spots,"La Quinta Inn San Francisco Airport North-id=115204",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DHarmonEditor      0,mspellbinder[1]      0      0,Hipmunk Hotel Properties,304,0,2014-07-27 16:55:02,12.16
488,H-124-9578-227483,Affordable Hotel Close to Airport and Downtown San Francisco,"Best Western Plus Grosvenor Airport Hotel-id=193272",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DHarmonEditor      0,mspellbinder[1]      0      0,Hipmunk Hotel Properties,311,0,2014-07-27 20:15:03,12.44
489,H-124-9578-227482,Inexpensive Price for Luxurious Amenities and Convenience to the Airport,"Holiday Inn San Francisco International Airport-id=133855",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DHarmonEditor      0,mspellbinder[1]      0      0,Hipmunk Hotel Properties,308,0,2014-07-27 20:46:46,12.32
490,H-124-9578-227481,Affordable Comfort and Understated Luxury Close to SFO,"CitiGarden Hotel-id=132601",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DHarmonEditor      0,mspellbinder[1]      0      0,Hipmunk Hotel Properties,306,0,2014-07-27 22:07:55,12.24
491,H-124-9578-227480,Low-Cost Option with Helpful Staff and Downtown Access,"Travelodge San Francisco Airport-North-id=109688",Hipmunk,South San Francisco--CA--US--Top Hotel Properties,DHarmonEditor      0,mspellbinder[1]      0      0,Hipmunk Hotel Properties,308,0,2014-07-27 22:38:25,12.32
492,H-123-9576-227479,Spoil Yourself at Long Island's Best Affordable Luxury Hotels,Luxury Hotels--Long Island City--NY--US--Best Of,Hipmunk,Long Island City--NY--US--Best Of,KKaradzaEditor      2,laurenkatulka[1]      7      5,Hipmunk Copy (Tier 3),400,0,2014-07-28 02:40:27,24
493,H-123-9576-227478,Take a Golfing Vacation at Budget-Friendly Long Island Hotels,"Golf Hotels--Long Island City--NY--US--Best Of",Hipmunk,Long Island City--NY--US--Best Of,KKaradzaEditor      2,laurenkatulka[1]      7      5,Hipmunk Copy (Tier 3),400,0,2014-07-28 00:48:48,24
494,H-123-9576-227477,Enjoy Adventure Sports at Affordable Long Island Hotels,"Adventure Sport Hotels--Long Island City--NY--US--Best Of",Hipmunk,Long Island City--NY--US--Best Of,KKaradzaEditor      2,laurenkatulka[1]      7      5,Hipmunk Copy (Tier 3),400,0,2014-07-27 22:11:12,24
495,H-123-9575-227476,Get Ready to Play Ball at Queensbridge Park,Queensbridge Park--Long Island City--NY--US--Near Landmark,Hipmunk,Long Island City--NY--US--Near Landmark,BillMcSteenEdit      4,aliciabodine[1]      4      3,Hipmunk Copy (Tier 3),200,0,2014-07-24 16:28:49,12
496,H-123-9575-227475,Take Time to Appreciate the Art at 5 Pointz,"5 Pointz The Institute of Higher Burnin--Long Island City--NY--US--Near Landmark",Hipmunk,Long Island City--NY--US--Near Landmark,BillMcSteenEdit      4,aliciabodine[1]      4      3,Hipmunk Copy (Tier 3),200,0,2014-07-24 16:23:53,12
497,H-123-9575-227474,Admire the View of the Empire State Building From Gantry Plaza State Park,"Gantry Plaza State Park--Long Island City--NY--US--Near Landmark",Hipmunk,Long Island City--NY--US--Near Landmark,BillMcSteenEdit      4,aliciabodine[1]      4      3,Hipmunk Copy (Tier 3),200,0,2014-07-24 16:03:22,12
498,H-123-9574-227473,The Perfect Short or Long Stay on Long Island,Long Island City--NY--US--Hotel Destination,Hipmunk,Long Island City--NY--US--Hotel Destination,KatGrayEditor      6,adamgroff[1]      6      5,Hipmunk Copy (Tier 3),600,0,2014-08-06 15:51:00,36
499,H-123-9573-227472,A Carefree Flight to Lovely Long Island,Long Island City--NY--US--Flight Destination,Hipmunk,Long Island City--NY--US--Flight Destination,DorotaEditor      4,adamgroff[1]      6      5,Hipmunk Copy (Tier 3),400,0,2014-07-24 16:27:24,24
500,H-124-9572-227471,Convenient Long Island Hotel,Country Inn &amp; Suites By Carlson-id=323087,Hipmunk,Long Island City--NY--US--Hotel Properties,JamesMonroeEdit      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,113,0,2014-07-28 10:24:33,4.52
501,H-124-9572-227470,Budget Rates on Long Island,"Fairfield Inn New York Long Island City/Manhattan View-id=265276",Hipmunk,Long Island City--NY--US--Hotel Properties,JamesMonroeEdit      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,111,0,2014-07-27 21:00:41,4.44
502,H-124-9572-227469,Long Island Hotel near Major Airports,"Quality Inn-id=258330",Hipmunk,Long Island City--NY--US--Hotel Properties,JamesMonroeEdit      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,116,0,2014-07-28 10:39:00,4.64
503,H-124-9572-227468,Budget Long Island Hotel,"Best Western Plaza Hotel New York City-id=326948",Hipmunk,Long Island City--NY--US--Hotel Properties,JamesMonroeEdit      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,211,0,2014-07-27 18:37:30,8.44
504,H-124-9572-227467,Luxury Long Island Hotel,"Hotel Vetiver-id=367796",Hipmunk,Long Island City--NY--US--Hotel Properties,JamesMonroeEdit      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,211,0,2014-07-27 18:34:03,8.44
505,H-124-9572-227466,Trendy Long Island City Hotel,"Wyndham Garden Long Island City Manhattan View-id=400299",Hipmunk,Long Island City--NY--US--Hotel Properties,JamesMonroeEdit      6,dreenadtaplin[1]      0      0,Hipmunk Hotel Properties,214,0,2014-07-24 14:54:15,8.56
506,H-124-9571-227465,Reasonably Priced Victorian Rooms at Best Western,Best Western City View Motor Inn - Long Island City-id=202360,Hipmunk,Long Island City--NY--US--Top Hotel Properties,DHarmonEditor      0,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,203,0,2014-07-28 12:26:54,8.12
507,H-124-9571-227464,Stay Like a New Yorker,"Four Points by Sheraton Long Island City Queensboro Bridge-id=358935",Hipmunk,Long Island City--NY--US--Top Hotel Properties,DHarmonEditor      0,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,261,0,2014-07-28 20:40:27,10.44
508,H-124-9571-227463,Cheap Place to Stay in New York City,"Days Inn Long Island City-id=256047",Hipmunk,Long Island City--NY--US--Top Hotel Properties,DHarmonEditor      0,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,261,0,2014-07-28 18:47:10,10.44
509,H-124-9571-227462,A Boutique Manhattan Hotel -- in Queens,"Ravel Hotel-id=265134",Hipmunk,Long Island City--NY--US--Top Hotel Properties,DHarmonEditor      0,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,258,0,2014-07-28 21:20:58,10.32
510,H-124-9571-227461,Budget Hotel in New York,"Ramada Long Island City-id=323646",Hipmunk,Long Island City--NY--US--Top Hotel Properties,DHarmonEditor      0,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,251,0,2014-07-28 18:03:42,10.04
511,H-124-9571-227460,New York on a Budget,"La Quinta Inn Queens (New York City)-id=231115",Hipmunk,Long Island City--NY--US--Top Hotel Properties,EMacEachernEdit      1,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,296,0,2014-07-25 12:22:28,11.84
512,H-124-9571-227459,Room with a Manhattan View,"Holiday Inn - Long Island City - Manhattan View-id=274232",Hipmunk,Long Island City--NY--US--Top Hotel Properties,EMacEachernEdit      1,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,308,0,2014-07-28 10:18:02,12.32
513,H-124-9571-227458,New York Bargain Hotel,"Red Roof Inn Queens-id=195158",Hipmunk,Long Island City--NY--US--Top Hotel Properties,EMacEachernEdit      1,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,294,0,2014-07-27 19:00:52,11.76
514,H-124-9571-227457,Affordable Long Island,"Comfort Inn Long Island City-id=241871",Hipmunk,Long Island City--NY--US--Top Hotel Properties,EMacEachernEdit      1,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,292,0,2014-07-25 11:14:03,11.68
515,H-124-9571-227456,Manhattan Boutique Style for Less,"Z NYC Hotel-id=384957",Hipmunk,Long Island City--NY--US--Top Hotel Properties,EMacEachernEdit      1,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,299,0,2014-07-28 15:42:11,11.96
516,H-123-9570-227455,Eco-Friendly Hotels in Long Beach,Green Hotels--Long Beach--CA--US--Best Of,Hipmunk,Long Beach--CA--US--Best Of,KatGrayEditor      6,mattberry[1]      6      4,Hipmunk Copy (Tier 3),400,0,2014-07-26 20:31:07,24
517,H-123-9570-227454,Shopping and Comfortably Dropping: Shopping-Friendly Hotels in Long Beach,"Shopping Hotels--Long Beach--CA--US--Best Of",Hipmunk,Long Beach--CA--US--Best Of,KatGrayEditor      6,mattberry[1]      6      4,Hipmunk Copy (Tier 3),400,0,2014-07-26 15:55:35,24
518,H-123-9570-227453,Mixing Business and Pleasure at Long Beach's Business-Friendly Hotels,"Business Hotels--Long Beach--CA--US--Best Of",Hipmunk,Long Beach--CA--US--Best Of,KatGrayEditor      6,mattberry[1]      6      4,Hipmunk Copy (Tier 3),400,0,2014-07-26 12:13:09,24
